栄養素id,栄養素,食材,100gあたり含有量,単位,一食の目安量g,一食あたり,一日の目安量,割合%,レベル,タグ,食品番号,含有量の出典,基準値の出典,確認メモ
fat,脂質,ドレッシング,14.5,g,15,2.17,57.0,3.8,3,,17116,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表八訂 ＜調味料類＞ （ドレッシング類） 分離液状ドレッシング 和風ドレッシング 分離液状／目安量は暫定
fe,鉄,豚レバー,13.0,mg,50,6.5,10.5,62,1,heme,11166,確認済,2025年版・女性30-49・推奨量（月経あり）,豚レバーに統一（増補2023照合）
fe,鉄,大豆,6.8,mg,50,3.4,10.5,32.4,1,nonheme,04023,確認済,2025年版・女性30-49・推奨量（月経あり）,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
fe,鉄,玄米,2.1,mg,150,3.15,10.5,30.0,1,,01080,確認済,2025年版・女性30-49・推奨量（月経あり）,01080 こめ ［水稲穀粒］ 玄米
fe,鉄,厚揚げ,2.6,mg,100,2.6,10.5,24.8,2,,04039,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表八訂 だいず ［豆腐・油揚げ類］ 生揚げ／目安量は暫定
fe,鉄,木綿豆腐,1.5,mg,150,2.25,10.5,21.4,2,,04032,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表八訂 だいず ［豆腐・油揚げ類］ 木綿豆腐／目安量は暫定
fe,鉄,レンズ豆,4.3,mg,50,2.15,10.5,20.5,2,,04094,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表八訂 レンズまめ 全粒 ゆで／目安量は暫定
fe,鉄,小松菜,2.8,mg,70,1.96,10.5,18.7,2,nonheme,06086,確認済,2025年版・女性30-49・推奨量（月経あり）,06086 こまつな 葉 生
fe,鉄,いわし,2.1,mg,80,1.68,10.5,16.0,2,,10047,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表八訂 ＜魚類＞ （いわし類） まいわし 生／目安量は暫定
fe,鉄,まぐろ,2.0,mg,80,1.6,10.5,15.2,2,,10252,確認済,2025年版・女性30-49・推奨量（月経あり）,10252 ＜魚類＞ （まぐろ類） きはだ 生
fe,鉄,オートミール,3.9,mg,40,1.56,10.5,14.9,2,,01004,確認済,2025年版・女性30-49・推奨量（月経あり）,01004 えんばく オートミール
fe,鉄,あさり,3.8,mg,40,1.52,10.5,14.5,2,heme,10281,確認済,2025年版・女性30-49・推奨量（月経あり）,10281 ＜貝類＞ あさり 生
fe,鉄,かつお,1.9,mg,80,1.52,10.5,14.5,2,heme,10086,確認済,2025年版・女性30-49・推奨量（月経あり）,10086 ＜魚類＞ （かつお類） かつお 春獲り 生
fe,鉄,納豆,3.3,mg,45,1.49,10.5,14.2,2,,04046,確認済,2025年版・女性30-49・推奨量（月経あり）,04046 だいず ［納豆類］ 糸引き納豆
fe,鉄,ほうれん草,2.0,mg,70,1.4,10.5,13.3,2,nonheme,06267,確認済,2025年版・女性30-49・推奨量（月経あり）,06267 ほうれんそう 葉 通年平均 生
fe,鉄,枝豆,2.7,mg,50,1.35,10.5,12.9,2,,06015,確認済,2025年版・女性30-49・推奨量（月経あり）,06015 えだまめ 生
fe,鉄,牛もも,1.3,mg,100,1.3,10.5,12.4,2,,11048,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表八訂 ＜畜肉類＞ うし ［乳用肥育牛肉］ もも 皮下脂肪なし 生／目安量は暫定
fe,鉄,牡蠣,2.1,mg,60,1.26,10.5,12.0,2,,10292,確認済,2025年版・女性30-49・推奨量（月経あり）,10292 ＜貝類＞ かき 養殖 生
fe,鉄,白米,0.8,mg,150,1.2,10.5,11.4,3,,01083,確認済,2025年版・女性30-49・推奨量（月経あり）,01083 こめ ［水稲穀粒］ 精白米 うるち米
fe,鉄,さんま,1.4,mg,80,1.12,10.5,10.7,3,,10173,確認済,2025年版・女性30-49・推奨量（月経あり）,10173 ＜魚類＞ さんま 皮つき 生
fe,鉄,きなこ,8.0,mg,10,0.8,10.5,7.6,3,,04029,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表八訂 だいず ［全粒・全粒製品］ きな粉 黄大豆 全粒大豆／目安量は暫定
fe,鉄,シリアル,0.9,mg,40,0.36,10.5,3.4,3,,01137,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表八訂 とうもろこし コーンフレーク／目安量は暫定
fe,鉄,のり,11.0,mg,3,0.33,10.5,3.1,3,,09004,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表八訂 あまのり 焼きのり／目安量は暫定
fiber,食物繊維,大豆,21.5,g,50,10.75,18,59.7,1,,04023,確認済,2025年版・女性30-49・目標量（以上）,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
fiber,食物繊維,じゃがいも,8.9,g,100,8.9,18,49.4,1,,02017,確認済,2025年版・女性30-49・目標量（以上）,02017 ＜いも類＞ じゃがいも 塊茎 皮なし 生
fiber,食物繊維,ひよこ豆,11.6,g,50,5.8,18.0,32.2,1,,04066,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 ひよこまめ 全粒 ゆで／目安量は暫定
fiber,食物繊維,レンズ豆,9.4,g,50,4.7,18.0,26.1,2,,04094,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 レンズまめ 全粒 ゆで／目安量は暫定
fiber,食物繊維,玄米,3.0,g,150,4.5,18,25.0,2,,01080,確認済,2025年版・女性30-49・目標量（以上）,01080 こめ ［水稲穀粒］ 玄米
fiber,食物繊維,ひじき,51.8,g,8,4.14,18,23.0,2,,09050,確認済,2025年版・女性30-49・目標量（以上）,09050 ひじき ほしひじき ステンレス釜 乾
fiber,食物繊維,アボカド,5.6,g,70,3.92,18,21.8,2,,07006,確認済,2025年版・女性30-49・目標量（以上）,07006 アボカド 生
fiber,食物繊維,オートミール,9.4,g,40,3.76,18,20.9,2,,01004,確認済,2025年版・女性30-49・目標量（以上）,01004 えんばく オートミール
fiber,食物繊維,ごぼう,5.7,g,60,3.42,18,19.0,2,,06084,確認済,2025年版・女性30-49・目標量（以上）,06084 ごぼう 根 生
fiber,食物繊維,わかめ,32.7,g,10,3.27,18,18.2,2,,09040,確認済,2025年版・女性30-49・目標量（以上）,09040 わかめ 乾燥わかめ 素干し
fiber,食物繊維,ブロッコリー,5.1,g,60,3.06,18,17.0,2,,06263,確認済,2025年版・女性30-49・目標量（以上）,06263 ブロッコリー 花序 生
fiber,食物繊維,納豆,6.7,g,45,3.02,18,16.8,2,,04046,確認済,2025年版・女性30-49・目標量（以上）,04046 だいず ［納豆類］ 糸引き納豆
fiber,食物繊維,とうもろこし,3.0,g,100,3.0,18.0,16.7,2,,06175,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （とうもろこし類） スイートコーン 未熟種子 生／目安量は暫定
fiber,食物繊維,アーモンド,11.0,g,25,2.75,18,15.3,2,,05040,確認済,2025年版・女性30-49・目標量（以上）,05040 アーモンド いり 無塩
fiber,食物繊維,キウイ,2.6,g,100,2.6,18,14.4,2,,07054,確認済,2025年版・女性30-49・目標量（以上）,07054 キウイフルーツ 緑肉種 生
fiber,食物繊維,枝豆,5.0,g,50,2.5,18,13.9,2,,06015,確認済,2025年版・女性30-49・目標量（以上）,06015 えだまめ 生
fiber,食物繊維,かぼちゃ,2.8,g,80,2.24,18,12.4,2,,06046,確認済,2025年版・女性30-49・目標量（以上）,06046 （かぼちゃ類） 日本かぼちゃ 果実 生
fiber,食物繊維,さつまいも,2.2,g,100,2.2,18,12.2,2,,02006,確認済,2025年版・女性30-49・目標量（以上）,02006 ＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 生
fiber,食物繊維,切り干し大根,21.3,g,10,2.13,18,11.8,3,,06136,確認済,2025年版・女性30-49・目標量（以上）,06136 （だいこん類） 切干しだいこん 乾
fiber,食物繊維,ブルーベリー,3.3,g,60,1.98,18.0,11.0,3,,07124,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 ブルーベリー 生／目安量は暫定
fiber,食物繊維,ほうれん草,2.8,g,70,1.96,18,10.9,3,,06267,確認済,2025年版・女性30-49・目標量（以上）,06267 ほうれんそう 葉 通年平均 生
fiber,食物繊維,えのき,3.9,g,50,1.95,18.0,10.8,3,,08001,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 えのきたけ 生／目安量は暫定
fiber,食物繊維,きなこ,18.1,g,10,1.81,18.0,10.1,3,,04029,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 だいず ［全粒・全粒製品］ きな粉 黄大豆 全粒大豆／目安量は暫定
fiber,食物繊維,梨,0.9,g,200,1.8,18.0,10.0,3,,07088,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （なし類） 日本なし 生／目安量は暫定
fiber,食物繊維,まいたけ,3.5,g,50,1.75,18.0,9.7,3,,08028,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 まいたけ 生／目安量は暫定
fiber,食物繊維,めかぶ,3.4,g,50,1.7,18.0,9.4,3,,09047,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 わかめ めかぶわかめ 生／目安量は暫定
fiber,食物繊維,昆布,32.1,g,5,1.6,18.0,8.9,3,,09017,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （こんぶ類） まこんぶ 素干し 乾／目安量は暫定
fiber,食物繊維,なす,2.2,g,70,1.54,18.0,8.6,3,,06191,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （なす類） なす 果実 生／目安量は暫定
fiber,食物繊維,しめじ,3.0,g,50,1.5,18.0,8.3,3,,08016,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （しめじ類） ぶなしめじ 生／目安量は暫定
fiber,食物繊維,しいたけ,4.9,g,30,1.47,18.0,8.2,3,,08039,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 しいたけ 生しいたけ 菌床栽培 生／目安量は暫定
fiber,食物繊維,りんご,1.4,g,100,1.4,18.0,7.8,3,,07148,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 りんご 皮なし 生／目安量は暫定
fiber,食物繊維,くるみ,7.5,g,15,1.12,18.0,6.2,3,,05014,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 くるみ いり／目安量は暫定
fiber,食物繊維,もずく,1.4,g,50,0.7,18.0,3.9,3,,09038,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （もずく類） もずく 塩蔵 塩抜き／目安量は暫定
fiber,食物繊維,セロリ,1.5,g,40,0.6,18.0,3.3,3,,06119,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 セロリ 葉柄 生／目安量は暫定
folate,葉酸,枝豆,320.0,µg,50,160.0,240,66.7,1,,06015,確認済,2025年版・女性30-49・推奨量,06015 えだまめ 生
folate,葉酸,モロヘイヤ,250.0,µg,60,150.0,240.0,62.5,1,,06293,確認済,2025年版・女性30-49・推奨量,成分表八訂 モロヘイヤ 茎葉 生／目安量は暫定
folate,葉酸,ほうれん草,210.0,µg,70,147.0,240,61.3,1,,06267,確認済,2025年版・女性30-49・推奨量,06267 ほうれんそう 葉 通年平均 生
folate,葉酸,ブロッコリー,220.0,µg,60,132.0,240,55.0,1,,06263,確認済,2025年版・女性30-49・推奨量,06263 ブロッコリー 花序 生
folate,葉酸,大豆,260.0,µg,50,130.0,240,54.2,1,,04023,確認済,2025年版・女性30-49・推奨量,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
folate,葉酸,アスパラガス,190.0,µg,60,114.0,240.0,47.5,1,,06007,確認済,2025年版・女性30-49・推奨量,成分表八訂 アスパラガス 若茎 生／目安量は暫定
folate,葉酸,小松菜,110.0,µg,70,77.0,240,32.1,1,,06086,確認済,2025年版・女性30-49・推奨量,06086 こまつな 葉 生
folate,葉酸,いちご,90.0,µg,80,72.0,240,30.0,1,,07012,確認済,2025年版・女性30-49・推奨量,07012 いちご 生
folate,葉酸,水菜,140.0,µg,50,70.0,240.0,29.2,2,,06072,確認済,2025年版・女性30-49・推奨量,成分表八訂 みずな 葉 生／目安量は暫定
folate,葉酸,かぼちゃ,80.0,µg,80,64.0,240,26.7,2,,06046,確認済,2025年版・女性30-49・推奨量,06046 （かぼちゃ類） 日本かぼちゃ 果実 生
folate,葉酸,キャベツ,78.0,µg,80,62.4,240.0,26.0,2,,06061,確認済,2025年版・女性30-49・推奨量,成分表八訂 （キャベツ類） キャベツ 結球葉 生／目安量は暫定
folate,葉酸,アボカド,83.0,µg,70,58.1,240,24.2,2,,07006,確認済,2025年版・女性30-49・推奨量,07006 アボカド 生
folate,葉酸,のり,1900.0,µg,3,57.0,240.0,23.8,2,,09004,確認済,2025年版・女性30-49・推奨量,成分表八訂 あまのり 焼きのり／目安量は暫定
folate,葉酸,ひよこ豆,110.0,µg,50,55.0,240.0,22.9,2,,04066,確認済,2025年版・女性30-49・推奨量,成分表八訂 ひよこまめ 全粒 ゆで／目安量は暫定
folate,葉酸,納豆,120.0,µg,45,54.0,240,22.5,2,,04046,確認済,2025年版・女性30-49・推奨量,04046 だいず ［納豆類］ 糸引き納豆
folate,葉酸,さつまいも,49.0,µg,100,49.0,240,20.4,2,,02006,確認済,2025年版・女性30-49・推奨量,02006 ＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 生
folate,葉酸,オレンジ,34.0,µg,130,44.2,240.0,18.4,2,,07040,確認済,2025年版・女性30-49・推奨量,成分表八訂 （かんきつ類） オレンジ ネーブル 砂じょう 生／目安量は暫定
folate,葉酸,わかめ,440.0,µg,10,44.0,240,18.3,2,,09040,確認済,2025年版・女性30-49・推奨量,09040 わかめ 乾燥わかめ 素干し
folate,葉酸,ごぼう,68.0,µg,60,40.8,240,17.0,2,,06084,確認済,2025年版・女性30-49・推奨量,06084 ごぼう 根 生
folate,葉酸,玄米,27.0,µg,150,40.5,240,16.9,2,,01080,確認済,2025年版・女性30-49・推奨量,01080 こめ ［水稲穀粒］ 玄米
folate,葉酸,キウイ,37.0,µg,100,37.0,240,15.4,2,,07054,確認済,2025年版・女性30-49・推奨量,07054 キウイフルーツ 緑肉種 生
folate,葉酸,赤ピーマン,68.0,µg,50,34.0,240,14.2,2,,06247,確認済,2025年版・女性30-49・推奨量,06247 （ピーマン類） 赤ピーマン 果実 生
folate,葉酸,もやし,41.0,µg,80,32.8,240.0,13.7,2,,06291,確認済,2025年版・女性30-49・推奨量,成分表八訂 （もやし類） りょくとうもやし 生／目安量は暫定
folate,葉酸,レタス,73.0,µg,40,29.2,240.0,12.2,2,,06312,確認済,2025年版・女性30-49・推奨量,成分表八訂 （レタス類） レタス 土耕栽培 結球葉 生／目安量は暫定
folate,葉酸,バナナ,26.0,µg,100,26.0,240,10.8,3,,07107,確認済,2025年版・女性30-49・推奨量,07107 バナナ 生
folate,葉酸,卵,49.0,µg,50,24.5,240,10.2,3,,12004,確認済,2025年版・女性30-49・推奨量,12004 鶏卵 全卵 生
folate,葉酸,レンズ豆,22.0,µg,50,11.0,240.0,4.6,3,,04094,確認済,2025年版・女性30-49・推奨量,成分表八訂 レンズまめ 全粒 ゆで／目安量は暫定
k,カリウム,大豆,1900.0,mg,50,950.0,2600,36.5,1,,04023,確認済,2025年版・女性30-49・目標量（以上）,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
k,カリウム,わかめ,5200.0,mg,10,520.0,2600,20.0,2,,09040,確認済,2025年版・女性30-49・目標量（以上）,09040 わかめ 乾燥わかめ 素干し
k,カリウム,ひじき,6400.0,mg,8,512.0,2600,19.7,2,,09050,確認済,2025年版・女性30-49・目標量（以上）,09050 ひじき ほしひじき ステンレス釜 乾
k,カリウム,ほうれん草,690.0,mg,70,483.0,2600,18.6,2,,06267,確認済,2025年版・女性30-49・目標量（以上）,06267 ほうれんそう 葉 通年平均 生
k,カリウム,さつまいも,480.0,mg,100,480.0,2600,18.5,2,,02006,確認済,2025年版・女性30-49・目標量（以上）,02006 ＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 生
k,カリウム,アボカド,590.0,mg,70,413.0,2600,15.9,2,,07006,確認済,2025年版・女性30-49・目標量（以上）,07006 アボカド 生
k,カリウム,じゃがいも,410.0,mg,100,410.0,2600,15.8,2,,02017,確認済,2025年版・女性30-49・目標量（以上）,02017 ＜いも類＞ じゃがいも 塊茎 皮なし 生
k,カリウム,里芋,640.0,mg,60,384.0,2600,14.8,2,,02010,確認済,2025年版・女性30-49・目標量（以上）,02010 ＜いも類＞ （さといも類） さといも 球茎 生
k,カリウム,豆乳,190.0,mg,200,380.0,2600.0,14.6,2,,04052,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 だいず ［その他］ 豆乳 豆乳／目安量は暫定
k,カリウム,バナナ,360.0,mg,100,360.0,2600,13.8,2,,07107,確認済,2025年版・女性30-49・目標量（以上）,07107 バナナ 生
k,カリウム,まぐろ,450.0,mg,80,360.0,2600,13.8,2,,10252,確認済,2025年版・女性30-49・目標量（以上）,10252 ＜魚類＞ （まぐろ類） きはだ 生
k,カリウム,小松菜,500.0,mg,70,350.0,2600,13.5,2,,06086,確認済,2025年版・女性30-49・目標量（以上）,06086 こまつな 葉 生
k,カリウム,切り干し大根,3500.0,mg,10,350.0,2600,13.5,2,,06136,確認済,2025年版・女性30-49・目標量（以上）,06136 （だいこん類） 切干しだいこん 乾
k,カリウム,玄米,230.0,mg,150,345.0,2600,13.3,2,,01080,確認済,2025年版・女性30-49・目標量（以上）,01080 こめ ［水稲穀粒］ 玄米
k,カリウム,かつお,430.0,mg,80,344.0,2600,13.2,2,,10086,確認済,2025年版・女性30-49・目標量（以上）,10086 ＜魚類＞ （かつお類） かつお 春獲り 生
k,カリウム,かぼちゃ,400.0,mg,80,320.0,2600,12.3,2,,06046,確認済,2025年版・女性30-49・目標量（以上）,06046 （かぼちゃ類） 日本かぼちゃ 果実 生
k,カリウム,トマト,210.0,mg,150,315.0,2600.0,12.1,2,,06182,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （トマト類） 赤色トマト 果実 生／目安量は暫定
k,カリウム,昆布,6100.0,mg,5,305.0,2600.0,11.7,3,,09017,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （こんぶ類） まこんぶ 素干し 乾／目安量は暫定
k,カリウム,キウイ,300.0,mg,100,300.0,2600,11.5,3,,07054,確認済,2025年版・女性30-49・目標量（以上）,07054 キウイフルーツ 緑肉種 生
k,カリウム,牛乳,150.0,mg,200,300.0,2600,11.5,3,,13003,確認済,2025年版・女性30-49・目標量（以上）,13003 ＜牛乳及び乳製品＞ （液状乳類） 普通牛乳
k,カリウム,納豆,660.0,mg,45,297.0,2600,11.4,3,,04046,確認済,2025年版・女性30-49・目標量（以上）,04046 だいず ［納豆類］ 糸引き納豆
k,カリウム,枝豆,590.0,mg,50,295.0,2600,11.3,3,,06015,確認済,2025年版・女性30-49・目標量（以上）,06015 えだまめ 生
k,カリウム,とうもろこし,290.0,mg,100,290.0,2600.0,11.2,3,,06175,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （とうもろこし類） スイートコーン 未熟種子 生／目安量は暫定
k,カリウム,梨,140.0,mg,200,280.0,2600.0,10.8,3,,07088,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （なし類） 日本なし 生／目安量は暫定
k,カリウム,鮭,350.0,mg,80,280.0,2600,10.8,3,,10134,確認済,2025年版・女性30-49・目標量（以上）,10134 ＜魚類＞ （さけ・ます類） しろさけ 生
k,カリウム,豚もも,350.0,mg,80,280.0,2600,10.8,3,,11130,確認済,2025年版・女性30-49・目標量（以上）,11130 ＜畜肉類＞ ぶた ［大型種肉］ もも 脂身つき 生
k,カリウム,ブロッコリー,460.0,mg,60,276.0,2600,10.6,3,,06263,確認済,2025年版・女性30-49・目標量（以上）,06263 ブロッコリー 花序 生
k,カリウム,鶏むね,340.0,mg,80,272.0,2600,10.5,3,,11219,確認済,2025年版・女性30-49・目標量（以上）,11219 ＜鳥肉類＞ にわとり ［若どり・主品目］ むね 皮つき 生
k,カリウム,さば,330.0,mg,80,264.0,2600,10.2,3,,10154,確認済,2025年版・女性30-49・目標量（以上）,10154 ＜魚類＞ （さば類） まさば 生
k,カリウム,大根,230.0,mg,100,230.0,2600.0,8.8,3,,06132,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （だいこん類） だいこん 根 皮つき 生／目安量は暫定
k,カリウム,白菜,220.0,mg,100,220.0,2600.0,8.5,3,,06233,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 はくさい 結球葉 生／目安量は暫定
k,カリウム,グレープフルーツ,140.0,mg,150,210.0,2600.0,8.1,3,,07062,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （かんきつ類） グレープフルーツ 白肉種 砂じょう 生／目安量は暫定
k,カリウム,セロリ,410.0,mg,40,164.0,2600.0,6.3,3,,06119,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 セロリ 葉柄 生／目安量は暫定
k,カリウム,なす,220.0,mg,70,154.0,2600.0,5.9,3,,06191,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （なす類） なす 果実 生／目安量は暫定
k,カリウム,ぶどう,130.0,mg,100,130.0,2600.0,5.0,3,,07116,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 ぶどう 皮なし 生／目安量は暫定
k,カリウム,りんご,120.0,mg,100,120.0,2600.0,4.6,3,,07148,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 りんご 皮なし 生／目安量は暫定
k,カリウム,玉ねぎ,150.0,mg,80,120.0,2600.0,4.6,3,,06153,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （たまねぎ類） たまねぎ りん茎 生／目安量は暫定
k,カリウム,きゅうり,200.0,mg,50,100.0,2600.0,3.8,3,,06065,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 きゅうり 果実 生／目安量は暫定
k,カリウム,レタス,200.0,mg,40,80.0,2600.0,3.1,3,,06312,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 （レタス類） レタス 土耕栽培 結球葉 生／目安量は暫定
k,カリウム,めかぶ,88.0,mg,50,44.0,2600.0,1.7,3,,09047,確認済,2025年版・女性30-49・目標量（以上）,成分表八訂 わかめ めかぶわかめ 生／目安量は暫定
mg,マグネシウム,玄米,110.0,mg,150,165.0,290,56.9,1,,01080,確認済,2025年版・女性30-49・推奨量,01080 こめ ［水稲穀粒］ 玄米
mg,マグネシウム,大豆,220.0,mg,50,110.0,290,37.9,1,,04023,確認済,2025年版・女性30-49・推奨量,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
mg,マグネシウム,わかめ,1100.0,mg,10,110.0,290,37.9,1,,09040,確認済,2025年版・女性30-49・推奨量,09040 わかめ 乾燥わかめ 素干し
mg,マグネシウム,木綿豆腐,57.0,mg,150,85.5,290.0,29.5,2,,04032,確認済,2025年版・女性30-49・推奨量,成分表八訂 だいず ［豆腐・油揚げ類］ 木綿豆腐／目安量は暫定
mg,マグネシウム,アーモンド,310.0,mg,25,77.5,290,26.7,2,,05040,確認済,2025年版・女性30-49・推奨量,05040 アーモンド いり 無塩
mg,マグネシウム,絹ごし豆腐,50.0,mg,150,75.0,290.0,25.9,2,,04033,確認済,2025年版・女性30-49・推奨量,成分表八訂 だいず ［豆腐・油揚げ類］ 絹ごし豆腐／目安量は暫定
mg,マグネシウム,ひじき,640.0,mg,8,51.2,290,17.7,2,,09050,確認済,2025年版・女性30-49・推奨量,09050 ひじき ほしひじき ステンレス釜 乾
mg,マグネシウム,豆乳,25.0,mg,200,50.0,290.0,17.2,2,,04052,確認済,2025年版・女性30-49・推奨量,成分表八訂 だいず ［その他］ 豆乳 豆乳／目安量は暫定
mg,マグネシウム,ほうれん草,69.0,mg,70,48.3,290,16.7,2,,06267,確認済,2025年版・女性30-49・推奨量,06267 ほうれんそう 葉 通年平均 生
mg,マグネシウム,納豆,100.0,mg,45,45.0,290,15.5,2,,04046,確認済,2025年版・女性30-49・推奨量,04046 だいず ［納豆類］ 糸引き納豆
mg,マグネシウム,あさり,100.0,mg,40,40.0,290,13.8,2,,10281,確認済,2025年版・女性30-49・推奨量,10281 ＜貝類＞ あさり 生
mg,マグネシウム,オートミール,100.0,mg,40,40.0,290,13.8,2,,01004,確認済,2025年版・女性30-49・推奨量,01004 えんばく オートミール
mg,マグネシウム,牡蠣,65.0,mg,60,39.0,290,13.4,2,,10292,確認済,2025年版・女性30-49・推奨量,10292 ＜貝類＞ かき 養殖 生
mg,マグネシウム,カシューナッツ,240.0,mg,15,36.0,290.0,12.4,2,,05005,確認済,2025年版・女性30-49・推奨量,成分表八訂 カシューナッツ フライ 味付け／目安量は暫定
mg,マグネシウム,白米,23.0,mg,150,34.5,290,11.9,3,,01083,確認済,2025年版・女性30-49・推奨量,01083 こめ ［水稲穀粒］ 精白米 うるち米
mg,マグネシウム,かつお,42.0,mg,80,33.6,290,11.6,3,,10086,確認済,2025年版・女性30-49・推奨量,10086 ＜魚類＞ （かつお類） かつお 春獲り 生
mg,マグネシウム,ごぼう,54.0,mg,60,32.4,290,11.2,3,,06084,確認済,2025年版・女性30-49・推奨量,06084 ごぼう 根 生
mg,マグネシウム,バナナ,32.0,mg,100,32.0,290,11.0,3,,07107,確認済,2025年版・女性30-49・推奨量,07107 バナナ 生
mg,マグネシウム,枝豆,62.0,mg,50,31.0,290,10.7,3,,06015,確認済,2025年版・女性30-49・推奨量,06015 えだまめ 生
mg,マグネシウム,めかぶ,61.0,mg,50,30.5,290.0,10.5,3,,09047,確認済,2025年版・女性30-49・推奨量,成分表八訂 わかめ めかぶわかめ 生／目安量は暫定
mg,マグネシウム,まぐろ,37.0,mg,80,29.6,290,10.2,3,,10252,確認済,2025年版・女性30-49・推奨量,10252 ＜魚類＞ （まぐろ類） きはだ 生
mg,マグネシウム,昆布,530.0,mg,5,26.5,290.0,9.1,3,,09017,確認済,2025年版・女性30-49・推奨量,成分表八訂 （こんぶ類） まこんぶ 素干し 乾／目安量は暫定
mg,マグネシウム,きなこ,260.0,mg,10,26.0,290.0,9.0,3,,04029,確認済,2025年版・女性30-49・推奨量,成分表八訂 だいず ［全粒・全粒製品］ きな粉 黄大豆 全粒大豆／目安量は暫定
mg,マグネシウム,くるみ,150.0,mg,15,22.5,290.0,7.8,3,,05014,確認済,2025年版・女性30-49・推奨量,成分表八訂 くるみ いり／目安量は暫定
mg,マグネシウム,もずく,12.0,mg,50,6.0,290.0,2.1,3,,09038,確認済,2025年版・女性30-49・推奨量,成分表八訂 （もずく類） もずく 塩蔵 塩抜き／目安量は暫定
na,塩分,梅干し,19.3,g,10,1.93,6.5,29.7,2,,07020,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",07020 うめ 梅漬 塩漬
na,塩分,味噌,12.4,g,18,2.23,6.5,34,1,,17045,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",味噌汁→味噌にリネーム・日本食品標準成分表（八訂）増補2023年照合（品番17045）
na,塩分,わかめ,16.8,g,10,1.68,6.5,25.8,2,,09040,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",09040 わかめ 乾燥わかめ 素干し
na,塩分,ソース,8.5,g,15,1.27,6.5,19.6,2,,17001,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",成分表八訂 ＜調味料類＞ （ウスターソース類） ウスターソース／目安量は暫定
na,塩分,あさり,2.2,g,40,0.88,6.5,13.5,2,,10281,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",10281 ＜貝類＞ あさり 生
na,塩分,醤油,14.5,g,6,0.87,6.5,13,2,,17007,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",日本食品標準成分表（八訂）増補2023年照合・実線化（品番17007）
